1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
687,2/29/72,773,140,150,SEC236,12/31/00,A,2.45,4.06,"1,367,326","226,212","49,339","444,792",0,"1,474,448","515,560","152,277",0,"252,013","5,162","246,851",0,0,"11,810","201,150","201,150",0,16,3,0,"650,351","263,823",201,181,20,0,0,0,201,0,0,5,0,2.5,0,30,70,71,30,0,0,
690,5/23/73,753,229,15,RAD,12/31/00,A,1.14,1.21,"1,231,637","196,933","12,280","898,263",0,"364,796","533,966","233,219",0,"236,640","4,218","232,422",0,0,0,"231,640","231,640",0,20,2,0,"889,715","236,640",300,75,200,25,0,0,300,0,0,0,0,1.41,0,176,124,0,0,0,0,
691,9/11/73,103,99,69,SEC236,12/31/00,A,1.41,1.58,"316,080","56,306","3,229","181,803",0,"164,487","153,995","50,000",0,"129,908","38,148","91,760",0,0,0,"91,760","91,760",0,11,3,0,"402,930","129,908",100,25,56,19,0,0,100,0,0,1,0,1.96,0,16,72,12,0,0,0,
694,3/6/73,516,149,156,INTERN,12/31/00,A,1.62,3.07,"3,384,767","129,024","183,541","1,900,024",0,"3,800,772","1,707,150","469,090",0,"504,000","19,000","485,000","2,000",0,0,"374,500","372,500","2,000",3,14,6,0,"506,000",465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0,
696,7/13/72,812,92,36,SEC13A,12/31/00,A,2.18,3.22,"1,285,573","57,417","20,768","555,104",0,"853,210","408,839","143,653",0,"173,040","3,000","170,040","8,000",0,0,"144,584","136,584","8,000",1,22,2,"49,940","181,040",213,3,157,53,0,0,213,0,0,2,0,1.3,22,106,85,0,0,0,0,
697,6/22/72,48,36,109,S8NCON,12/31/00,A,1.99,4.18,"623,532","131,562","22,104","236,272",0,"303,479","140,556","67,918",0,"135,968","12,568","123,400",0,0,"4,100","115,800","115,800",0,5,3,0,"308,404","135,968",124,108,15,0,1,0,124,0,0,2,0,1.82,0,34,78,12,0,0,0,
698,8/3/73,321,270,30,SEC236,12/31/00,A,1.1,1.08,"768,338","107,679","18,954","585,831",0,"437,645","566,290","162,095",0,"194,703","25,013","169,690","12,000",0,0,"186,643","174,643","12,000",9,7,2,"335,333","206,703",201,75,126,0,0,89,112,0,0,16,0,1.86,0,89,72,20,20,0,0,
699,2/7/72,736,50,37,RADDEC,12/31/00,B,1.41,0.98,"596,683","61,650","3,659","377,824",0,"191,697","287,919","92,976",0,"193,371","24,020","169,351",0,0,"4,835","170,958","170,958",0,33,3,0,"405,108","193,371",204,68,136,0,0,0,204,0,0,10,0,2,0,56,93,55,0,0,0,
700,4/15/75,722,146,16,SEC13A,12/31/00,A,1.12,1.02,"400,557","131,270","9,770","232,460",0,"74,531","137,091","63,947",0,"80,000",0,"80,000",0,0,0,"55,150","55,150",0,1,7,0,0,"80,000",89,23,66,0,0,89,0,0,0,12,0,1.08,0,82,7,0,0,0,0,
703,5/9/72,787,36,109,MISC,12/31/00,C,0.69,5.3,"603,992","369,804","14,612","316,517",0,"315,726","140,886","81,363",0,"143,686","4,933","138,753",0,0,864,"132,180","132,180",0,5,3,0,"832,867","144,550",132,97,35,0,0,0,132,0,0,0,0,2.09,0,24,72,36,0,0,0,
704,7/13/72,821,148,155,SEC13A,12/31/00,A,1.02,4.89,"175,962","39,243","23,455","111,430",0,"220,425","69,263","24,176",0,"37,651","7,229","30,422",0,0,462,"31,650","31,650",0,1,5,1,"10,753","38,113",52,0,52,0,0,0,52,0,0,0,0,0.5,28,22,2,0,0,0,0,
706,7/20/72,41,148,111,S8SUBR,12/31/00,A,1.07,1.21,"96,291","7,516","2,883","80,474",0,"13,159","35,471","24,631",0,"32,361",0,"32,361",0,0,"8,309","27,332","27,332",0,2,3,0,"128,502","40,670",33,33,0,0,0,0,33,0,0,0,0,2.33,0,2,20,9,2,0,0,
707,12/9/71,449,277,110,TCRED4,12/31/00,A,1.17,1.11,"2,179,787","203,086","41,804","1,652,004",0,"633,131","1,022,123","449,752",0,"380,643",0,"380,643","8,000",0,0,"276,758","272,158","4,600",2,21,5,"294,768","388,643",448,448,0,0,0,114,334,0,0,3,0,1.56,0,228,188,32,0,0,0,
708,7/13/72,171,149,156,RAD,12/31/00,A,1.16,2.22,"1,218,296","124,885","27,725","921,714",0,"938,844","650,568","227,999",0,"281,000",0,"281,000",0,0,0,"215,075","215,075",0,2,12,4,0,"281,000",250,100,150,0,0,0,250,0,0,0,0,2.07,0,41,150,59,0,0,0,
709,2/8/73,665,87,49,SEC236,12/31/00,A,3.23,2.69,"1,355,008","222,625","26,332","341,905",0,"1,291,537","570,950","91,690",0,"104,003",694,"103,309","25,968",0,0,"93,475","71,390","22,085",1,13,3,"22,621","129,971",80,20,10,50,0,0,80,0,0,0,0,1.75,0,20,60,0,0,0,0,
712,7/19/73,1282,113,88,RADDEC,12/31/00,F,0.7,0.42,"377,773","137,005","5,876","337,829",0,"114,787","353,151","82,326",0,"201,471","24,159","177,312",0,0,"10,629","184,200","184,200",0,19,2,0,"849,551","212,100",168,72,96,0,0,12,156,0,0,3,0,2.22,0,11,121,24,12,0,0,
713,12/28/71,1055,64,135,S8SUBR,12/31/00,A,1.06,9.22,"329,210","50,969","19,813","244,649",0,"579,476","153,925","91,062",0,"77,083","19,861","57,222",0,"9,817",0,"59,901","59,901",0,2,7,0,"17,045","86,900",71,71,0,0,0,0,71,0,0,4,0,1.69,0,22,49,0,0,0,0,
714,12/19/74,591,93,140,TCRED4,12/31/00,A,1.39,6.63,"619,084","169,449","13,677","314,641",0,"728,864","203,018","93,095",0,"128,684","11,870","116,814",0,0,0,"117,758","117,758",0,20,2,0,"866,408","128,684",125,32,40,53,0,0,125,0,0,0,3,1.78,0,40,73,12,0,0,0,
716,8/23/73,1205,83,75,SEC236,12/31/00,C,0.84,3.2,"436,739","167,280","11,786","307,243",0,"376,030","201,830","84,246",0,"127,656","23,719","103,937",0,0,"7,075","123,076","123,076",0,7,5,2,"153,182","127,656",156,39,117,0,0,0,156,0,0,0,0,1.31,18,82,45,11,0,0,0,
717,6/14/72,399,113,88,RADDEC,12/31/00,B,1.03,0.98,"218,973","43,727","8,031","161,750",0,"110,436","156,529","44,351",0,"93,740","2,500","91,240",460,0,0,"88,599","88,180",419,27,2,0,"528,818","94,200",111,44,66,0,1,0,111,0,0,2,0,1.63,0,51,50,10,0,0,0,
718,7/19/73,1249,148,155,SEC13A,12/31/00,A,1.09,1.77,"158,306","39,184","1,197","108,559",0,"71,522","82,386","29,702","12,328","54,087","12,294","41,793",0,0,"2,569","40,848","40,848",0,1,5,0,"82,098","54,087",45,11,34,0,0,0,45,0,0,0,0,1.67,0,24,12,9,0,0,0,
719,3/14/73,32,295,24,SEC236,12/31/00,A,1.07,2.99,"341,111","121,714","7,987","197,485",0,"301,096","152,002","51,172",0,"105,740",0,"105,740",0,0,0,"98,444","98,444",0,21,3,0,"585,446","105,740",112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0,
720,2/8/72,988,223,82,SEC236,12/31/00,F,0.74,0.41,"443,746","160,821","34,251","336,899",0,"97,942","310,473","69,965",0,"162,537","17,824","144,713",0,"30,503",0,"132,505","132,505",0,12,4,1,"84,240","193,040",149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1,
721,11/21/73,695,26,125,236DEC,12/31/00,A,1.64,20.9,"746,878","49,461","23,423","411,998",0,"602,442","3,435,977","3,407,147",0,"109,030","13,150","95,880",0,0,"12,000","106,812","106,812",0,1,12,2,"74,048","109,030",164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0,
722,1/4/73,144,36,109,236DEC,12/31/00,A,1.04,1.05,"968,070","347,269","50,184","548,365",0,"444,010","573,924","152,021",0,"244,406",0,"244,406",0,0,0,"224,188","224,188",0,24,3,0,0,"244,406",173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0,
723,5/9/72,383,122,50,SEC236,12/31/00,F,0.71,0.82,"574,843","210,417","9,089","502,565",0,"1,162,745","1,542,635","118,320",0,"277,800",0,"277,800",0,0,0,"266,650","266,650",0,12,3,0,"688,248","277,800",250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0,
744,7/10/74,353,149,156,SEC13A,12/31/00,C,0.91,0.39,"307,403","10,928","3,901","322,262",0,"141,312","454,730","88,341",0,"176,251","2,400","173,851","1,600",0,0,"123,200","121,600","1,600",10,3,1,"130,359","177,851",148,37,111,0,0,0,148,0,0,0,0,1.74,19,43,56,18,12,0,0,
745,5/30/74,781,122,50,M2WDEC,12/31/00,A,0.95,1.12,"249,990","83,000","7,921","168,033",0,"101,546","134,902","44,451",0,"133,117","74,528","58,589",0,0,800,"59,760","59,760",0,4,3,0,"225,204","133,917",64,62,2,0,0,0,64,0,0,0,0,1.88,0,16,40,8,0,0,0,
746,12/18/73,9,36,109,M2W,12/31/00,A,1.09,4.48,"341,494","46,160","4,241","268,157",0,"349,191","146,471","68,502",0,"129,188","11,375","117,813",0,0,"2,678","103,198","103,198",0,11,2,0,"627,264","131,866",108,108,0,0,0,0,108,0,0,0,0,1.94,0,26,66,12,4,0,0,
748,4/15/75,584,5,80,SEC13A,12/31/00,A,3.23,7.68,"58,348","5,852","1,695","15,734",0,"38,397","8,800","3,800",0,"7,921",0,"7,921",0,0,0,"6,900","6,900",0,1,2,0,"15,126","7,921",6,2,4,0,0,0,6,0,0,0,0,2,0,0,6,0,0,0,0,
749,9/18/73,1283,128,132,SEC236,12/31/00,A,1.22,1.73,"290,920","16,099","7,966","219,425",0,"212,543","176,289","53,220",0,"79,848",0,"79,848",0,0,0,"78,136","78,136",0,0,3,0,0,"79,848",116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0,
751,11/30/72,1208,76,139,RADDEC,12/31/00,D,0.81,0.58,"2,537,745","225,580","83,632","2,759,579",0,"1,272,946","2,996,420","790,693",0,"1,345,493","20,000","1,325,493",1,0,0,"1,053,733","1,053,732",1,64,13,7,"2,996,828","1,345,494","1,213",300,913,0,0,450,763,0,0,62,0,1.75,0,562,423,203,25,0,0,
752,11/19/74,45,93,140,SEC13A,12/31/00,A,1.21,2.24,"430,100","60,972","3,730","303,108",0,"295,603","585,923","86,881","367,094",0,0,0,0,0,0,"124,903","124,903",0,20,2,0,"1,768,162","153,750",145,130,15,0,0,72,73,0,0,7,0,1.8,0,72,38,27,8,0,0,
753,6/26/75,158,79,32,SEC13A,12/31/00,A,2.38,1.07,"1,199,712","86,433","92,090","428,548",0,"166,439","271,041","115,900",0,"169,000",0,"169,000",0,0,0,"150,000","150,000",0,26,2,0,"1,488,880","169,000",200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0,
755,11/19/74,78,71,19,SEC13A,12/31/00,F,0.71,0.67,"77,100","5,546","3,001","92,777","3,464","43,102","94,155","25,000","5,100","36,836",0,"36,836",0,0,231,"34,400","34,400",0,8,2,0,"668,612","37,067",40,10,30,0,0,4,36,0,0,0,0,1.8,0,20,10,8,2,0,0,
1005,10/31/86,1241,93,140,SHARP,12/31/05,F,0,0.29,"100,103","102,068",752,0,0,"94,856","327,632",1,0,"35,430","1,069","34,361","4,700",0,0,"34,285","29,585","4,700",1,6,1,"19,371","40,130",85,45,0,40,0,0,85,0,0,5,0,0,85,0,0,0,0,0,0,
1006,1/9/89,410,149,156,SOFT,12/31/05,A,1.03,1.05,"920,481","166,296","1,088","729,915",0,"235,591","226,933","3,000",0,"167,040","3,000","164,040",0,0,0,"149,000","149,000",0,13,3,0,"1,525,035","167,040",148,59,0,89,0,0,148,0,0,7,0,2.39,0,0,95,48,5,0,0,
1007,9/10/87,488,229,15,SOFT,12/31/05,A,0.96,1.43,"632,590","49,635","6,118","598,445",0,"303,233","211,484",1,0,"106,376","7,048","99,328",0,0,"5,544","84,736","84,736",0,9,3,0,"718,740","111,920",96,24,0,72,0,0,96,0,0,4,0,2,0,8,80,8,0,0,0,
1008,9/2/87,126,229,15,SOFT,12/31/05,A,0.97,1.11,"485,455","98,916","6,375","390,653",0,"320,035","288,338",1,0,"130,068","10,848","119,220",0,0,0,"90,470","90,470",0,1,7,2,"392,040","130,068",99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0,
1009,10/5/87,742,229,15,SOFT,12/31/05,C,0.94,1.21,"786,243","43,858","9,242","777,608",0,"305,139","252,177",1,0,"108,218","2,773","105,445",0,0,0,"88,542","88,542",0,15,2,0,"2,474,208","108,218",90,23,0,67,0,0,90,0,0,5,0,1.5,0,45,45,0,0,0,0,
1010,12/31/86,1221,229,15,SHARP,12/31/05,F,0.56,0.92,"468,376","247,743","12,409","368,879",0,"207,242","224,848",1,0,"211,426","8,596","202,830",0,0,0,"134,084","134,084",0,1,5,2,"102,235","211,426",155,39,0,116,0,0,155,0,0,0,0,1.9,0,25,120,10,0,0,0,
1011,3/20/89,492,229,15,SOFT,12/31/05,A,1.02,1.06,"591,524","87,930","4,664","488,903",0,"206,212","194,017",1,0,"107,345","2,535","104,810",0,0,"4,970","83,077","83,077",0,6,2,0,"465,613","112,315",90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0,
1013,1/27/89,243,93,140,SHRDAL,12/31/05,F,0.38,0.14,"594,309","101,619",997,"1,282,710",0,"189,162","13,823,027","701,856","11,788,574","166,154","3,973","162,181",0,0,0,"141,876","141,876",0,8,3,0,"250,470","166,154",140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0,
1038,3/30/88,84,229,77,SOFT,12/31/05,A,1.31,2.93,"634,160","90,473","7,112","408,487",0,"403,366","137,714",1,0,"105,125","2,390","102,735",0,0,0,"91,267","91,267",0,5,2,0,"430,000","105,125",95,33,0,62,0,0,95,0,0,8,0,2.35,0,0,70,17,8,0,0,
1040,7/6/89,442,224,93,SOFT,12/31/05,D,0.9,0.81,"752,512","72,281","4,502","750,444",0,"241,228","296,187",1,0,"157,855",0,"157,855",0,"2,466",0,"110,478","110,478",0,2,5,2,"87,120","160,321",121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0,
1042,8/12/88,427,89,121,SOFT,12/31/05,F,0.4,0.13,"474,605","13,080",186,"1,160,419",0,"520,793","5,321,426","1,226,103",0,"102,488","3,724","98,764","10,052","8,646",0,"84,807","75,227","9,580",2,5,1,"74,376","121,186",77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0,
1044,3/19/90,915,149,60,SOFT,12/31/05,A,1.06,2.42,"747,821","53,757","14,411","639,682",0,"334,350","166,105","27,813",0,"88,842","1,253","87,589",0,"23,060",0,"65,298","65,298",0,1,5,2,"37,000","111,902",84,28,27,29,0,0,84,0,0,5,0,1.46,15,29,26,14,0,0,0,
1046,3/2/90,489,93,140,SOFT,12/31/05,B,1.26,0.64,"415,910","80,796","18,540","250,762",0,"182,947","293,598","7,442",0,"57,860",960,"56,900",0,0,0,"53,587","53,587",0,10,2,0,"392,040","57,860",60,22,15,23,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0,
1047,4/5/89,737,97,67,SHARP,12/31/05,A,0.92,1.37,"294,342",0,"1,130","317,046",0,"188,769","138,083",1,0,"70,678","2,000","68,678",0,0,0,"61,390","61,390",0,6,3,0,"599,812","70,678",60,21,0,39,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0,
1048,12/29/89,1035,149,156,SHARP,12/31/05,B,1.19,0.17,"436,432","78,042","6,752","294,266",0,"161,085","1,158,862",1,"230,058","72,844",0,"72,844",0,0,0,"56,123","56,123",0,10,4,1,"64,226","72,844",56,25,22,9,0,0,56,0,0,2,0,2.34,1,4,26,25,0,0,0,
1049,10/11/90,1086,149,33,SOFT,12/31/05,B,0.9,1.79,"241,405","22,460",448,"242,002",0,"330,879","1,381,408","44,631","1,151,991","42,774",0,"42,774",0,0,0,"32,387","32,387",0,2,3,0,"35,542","42,774",31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0,
1050,7/10/90,924,149,4,SOFT,12/31/05,D,0.94,0.25,"706,313",0,"3,145","747,807",0,"776,008","4,609,307","396,910","1,127,000","87,368",253,"87,115","3,700","3,000",0,"75,734","72,034","3,700",2,4,0,"54,561","94,068",74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0,
1051,10/14/88,87,214,47,SOFT,12/31/05,B,1.23,0.77,"544,327","113,306","10,824","342,728",0,"306,832","400,781",1,0,"112,431","3,300","109,131",0,0,0,"100,334","100,334",0,15,3,0,"435,600","112,431",91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0,
1052,4/20/90,1077,149,54,SOFT,12/31/05,F,0.85,0.67,"442,051","191,158","2,525","291,649",0,"426,219","663,380","29,282",0,"71,480",0,"71,480",0,0,0,"65,541","65,541",0,21,3,0,"206,000","71,480",60,53,0,7,0,0,60,0,0,3,0,2.65,0,0,27,27,6,0,0,
1054,4/20/90,924,149,35,SOFT,12/31/05,B,1.02,0.2,"488,455","58,204","2,619","418,576",0,"211,582","1,335,020",1,"275,253","68,160","2,543","65,617","3,600","1,023",0,"53,128","49,528","3,600",4,4,1,"36,083","72,783",54,27,14,13,0,0,54,0,0,2,0,2.3,2,5,25,19,3,0,0,
1056,2/17/93,1081,507,146,MISC,12/31/05,C,0.76,2.8,"105,819","24,020",552,"106,632",0,"198,120","90,744","19,967",0,"63,026","2,000","61,026",0,"4,476",0,"64,480","64,480",0,19,3,0,0,"67,502",45,28,17,0,0,0,45,0,0,2,0,2.6,0,0,18,27,0,0,0,
1057,9/8/89,635,83,122,SOFT,12/31/05,A,1.05,1.1,"1,662,195","188,370","16,593","1,387,918",0,"432,555","394,644",1,0,"247,019",0,"247,019",0,0,0,"228,432","228,432",0,28,2,0,0,"247,019",286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0,
1058,6/30/92,891,149,156,S8LMSA,12/31/05,A,1.08,1.77,"3,497,423","558,486","26,251","2,703,190",0,"1,423,950","2,137,638","1,332,475",0,0,0,0,0,0,0,"396,984","360,970","36,014",25,4,4,0,"437,092",500,485,15,0,0,0,500,0,0,25,0,2.24,0,144,159,132,65,0,0,
1059,7/20/90,83,229,15,SOFT,12/31/05,B,0.93,3.01,"1,096,461","119,730","18,152","1,027,010",0,"761,243","402,604","149,983",0,"28,995",250,"28,745",0,0,640,"24,756","24,756",0,5,3,0,"28,266","29,635",170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0,
1061,11/7/90,1273,319,86,RDAL,12/31/05,B,1.08,0.19,"537,764","102,814","1,472","403,229",0,"328,206","1,717,887","4,619",0,"132,390","1,222","131,168",0,"5,016",0,"98,811","98,811",0,2,4,1,0,"137,406",96,24,0,72,0,0,96,0,0,5,0,1.78,8,15,63,10,0,0,0,
1062,1/2/92,627,158,98,TCRED9,12/31/05,D,0.99,0.76,"540,956","33,857","1,072","511,522",0,"288,600","518,801","139,632",0,"81,372",0,"81,372",0,0,0,"63,532","63,532",0,1,4,1,0,"81,372",59,21,0,38,0,0,59,0,0,3,0,1.86,0,14,39,6,0,0,0,
1065,5/15/92,1155,149,156,TCRED9,12/31/05,A,1.95,2.32,"721,715","90,939","12,587","317,210",0,"261,878","288,976","175,863",0,"124,918","21,093","103,825",0,0,"14,400","82,732","82,732",0,1,6,2,"103,825","139,318",92,92,0,0,0,0,92,0,0,5,0,1.86,0,13,79,0,0,0,0,
1068,10/22/93,885,175,10,S8NCON,12/31/05,C,0.98,1.09,"506,719","44,466","4,952","466,776",0,"266,461","339,414","94,257",0,"106,161",0,"106,161","3,476",0,0,"87,515","84,740","2,775",1,10,2,0,"109,637",88,60,0,28,0,0,88,0,0,5,0,2.42,0,14,32,33,9,0,0,
1071,2/2/95,562,149,70,S8NCON,12/31/05,A,1.25,4.54,"674,053",0,"23,102","522,512",0,"747,060","300,805","116,171","20,000","88,180",0,"88,180",0,0,0,"70,195","70,195",0,9,3,1,0,"88,180",77,39,7,31,0,0,77,0,0,5,0,2.05,0,15,43,19,0,0,0,
1072,7/14/94,240,176,17,INTERN,12/31/05,A,2.59,2.12,"81,208",0,"2,592","30,318",0,"140,901","84,534","10,603","7,600","31,792","3,920","27,872",0,0,0,"29,544","29,544",0,1,3,0,"37,912","31,792",38,19,0,19,0,0,38,0,0,0,0,1.87,0,10,23,5,0,0,0,
1080,12/29/94,332,149,6,S8SUBR,12/31/05,A,1.3,1.42,"593,112",0,"11,644","446,835",0,"302,651","342,417","129,520",0,"574,992",0,"574,992",0,0,0,"152,686","152,686",0,10,2,0,0,"574,992",170,132,38,0,0,0,170,0,0,0,0,2.07,0,20,118,32,0,0,0,
1081,12/29/94,332,149,6,S8SUBR,12/31/05,A,1.21,5.24,"388,415",0,295,"321,245",0,"830,306","285,502","127,149",0,"313,632",0,"313,632",0,0,0,"84,478","84,478",0,7,2,0,0,"313,632",94,76,18,0,0,0,94,0,0,0,0,2.04,0,8,74,12,0,0,0,
1096,12/1/97,1002,494,147,S8LMSA,12/31/05,A,1.35,9.18,"916,227","169,307","48,404","518,656",0,"2,099,333","320,581","91,997",0,"18,000",0,"18,000","1,000",0,0,0,0,0,17,3,0,0,"19,000",227,227,0,0,0,0,227,0,0,11,0,1.88,0,92,87,32,16,0,0,
1133,6/21/96,172,277,110,INTERN,12/31/05,A,1.52,3.75,"1,847,600",0,"2,067","1,213,836",0,"1,131,732","592,157","290,000",0,"221,872",0,"221,872",0,0,0,"220,752","220,752",0,16,3,0,0,"221,872",358,72,0,286,0,0,358,0,0,0,0,1.51,0,177,181,0,0,0,0,
1141,12/1/98,980,149,149,S8SUBR,12/31/05,A,1.13,3.06,"828,338","187,690","23,591","548,125",0,"1,472,220","547,894","67,205",0,"225,480","15,580","209,900","4,040",,,"210,140","206,100","4,040",11,4,0,"324,183","229,520",202,150,0,52,0,0,202,0,0,4,0,2.93,0,23,42,80,41,16,0,
1143,3/10/98,112,238,126,ELDER,12/31/05,A,1.2,1.82,"551,600","116,737","10,042","353,328",0,"529,670","335,697","44,842",0,"60,003",0,"60,003",0,0,0,"31,801","31,801",0,1,4,3,0,"60,003",90,45,0,45,0,90,0,0,0,4,0,0.26,67,23,0,0,0,0,0,
1150,1/6/00,259,26,125,TCRED4,12/31/05,C,0.67,3.04,"487,230","47,711","13,510","638,800",0,"708,538","301,117","67,724",0,"110,000","110,000",,,,,0,,,2,8,2,,"110,000",97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0,
1153,8/19/98,143,122,50,S8NCON,12/31/05,A,1.39,1.63,"747,607","257,158","12,134","343,736",0,"296,119","250,785","68,687",0,"20,000","20,000",,,,,,,,8,,,,"20,000",157,156,0,1,0,117,40,0,0,14,0,1.61,0,83,52,22,0,0,0,
1154,6/27/01,667,504,87,ELDER,12/31/05,A,1.78,2.65,"1,575,571",0,"17,309","877,433",0,"2,071,193","855,298","62,983","9,892","91,887","91,887",,,,,0,,,1,3,2,,"91,887",95,19,0,76,0,95,0,0,0,5,0,0.53,53,34,8,0,0,0,0,
1158,6/23/99,190,26,125,MISC,12/31/05,A,1.17,3.16,"798,847","105,418","19,350","578,321",0,"770,484","432,526","188,885",0,"133,736",0,"133,736",0,,0,"101,114","101,114",0,1,15,2,,"133,736",181,181,0,0,0,0,181,0,0,18,0,0.86,26,154,1,0,0,0,0,
1159,9/25/98,414,316,129,INTERN,12/31/05,A,1.74,4.19,"1,100,342",0,"5,544","630,899",0,"1,059,737","312,431","59,424",0,"50,000",,"50,000",,,,0,,,,,,,"50,000",207,41,0,166,0,0,207,0,0,2,0,2.36,0,40,83,54,30,0,0,
1161,8/31/99,70,320,138,S8LMSA,12/31/05,C,0.89,3,"465,217","28,069","20,697","467,398",0,"531,196","386,228","209,293",0,"193,000",,"193,000",,,,,,,31,2,0,,"193,000",190,128,62,0,0,0,190,0,0,3,0,1.97,0,48,100,42,0,0,0,
1162,12/31/99,379,175,84,TCRED4,12/31/05,A,1.05,3.19,"622,665","26,595","20,424","549,275",0,"936,225","354,460","60,900",0,"50,505",500,"50,005",0,0,0,0,0,0,,,,,"50,505",225,171,0,54,0,0,225,0,0,3,0,2.47,0,0,119,106,0,0,0,
1163,2/6/02,833,503,65,ELDER,12/31/05,B,1,0.73,"622,596","17,130",989,"605,756",0,"391,108","578,595","42,323","4,087","66,390",,"66,390",,,,0,,,1,5,2,,"66,390",82,36,18,28,0,82,0,0,0,4,0,0.66,28,54,0,0,0,0,0,
1164,12/31/99,62,229,15,S8LMSA,12/31/05,F,0.68,0.65,"340,827","80,856","4,185","374,446",0,"220,547","474,664","136,983",0,"113,436",,"113,436",,,,0,,,6,3,0,,"113,436",120,75,45,0,0,0,120,0,0,2,0,2.3,0,24,48,36,12,0,0,
1165,7/29/99,841,319,65,TCRED4,12/31/05,A,1.59,1.54,"1,302,667","88,958","5,482","761,200",0,"472,219","402,879","95,781",0,"95,040","95,040",,,,,,,,1,11,2,,"95,040",151,121,0,30,0,0,151,0,0,8,0,1,0,151,0,0,0,0,0,
1166,10/1/01,1257,316,129,S8LMSA,12/31/05,A,1.3,4.32,"1,516,990","34,843","24,780","1,125,368",0,"1,219,195","356,840","74,571",0,"238,906","34,882","204,024",0,0,0,0,0,0,10,3,1,"891,673","238,906",274,252,0,22,0,0,274,0,0,14,0,2,0,60,154,60,0,0,0,
1167,3/1/00,886,507,146,S8LMSA,12/31/05,A,1.11,2.24,"1,054,359","76,829","15,994","867,070",0,"1,279,226","902,822","330,562",0,"161,304",,"161,304","18,662",,,0,,,5,12,2,,"179,966",200,40,160,0,0,0,200,0,0,9,0,1.87,0,42,142,16,0,0,0,
1168,5/19/00,766,176,27,S8LMSA,12/31/05,A,0.98,2.65,"903,394","106,128","13,190","802,579",0,"742,647","555,999","275,393",0,"207,654",,"207,654",,,,0,,,7,2,0,,"207,654",200,196,0,0,4,0,200,0,0,10,0,2.3,0,20,100,80,0,0,0,
1169,3/1/02,573,149,156,S8LMSA,12/31/05,A,1.02,1.77,"1,305,569","109,680","7,504","1,160,181",0,"877,537","754,272","246,019","11,425","199,466",,"199,466",,,,0,,,21,9,1,,"199,466",240,171,69,0,0,0,240,0,0,0,0,2.28,0,112,20,42,60,6,0,
1170,4/19/01,1052,122,97,TCRED4,12/31/05,A,1,5.47,"132,800",0,"6,506","125,998",0,"355,235","75,583","10,599",0,"70,000",,"70,000",,,,0,,,1,5,2,,"70,000",45,44,0,0,1,14,31,0,0,6,0,1,14,17,14,0,0,0,0,
715,6/13/74,856,147,154,SEC236,6/30/06,D,0.93,1.02,"149,771","4,420","7,886","147,040",0,"59,632","118,863","60,173",0,"48,900","3,179","45,721",0,0,"3,228","33,480","33,480",0,1,4,1,"26,458","52,128",59,29,30,0,0,59,0,0,0,15,0,1.1,0,53,6,0,0,0,0,
1067,3/24/93,900,243,64,S8SUBR,6/30/06,A,1.46,17.11,"147,130","49,097","3,316","64,822",0,"319,366","34,357","15,692",0,"8,996",0,"8,996",0,0,0,"8,996","8,996",0,2,4,0,0,"8,996",26,24,0,2,0,0,26,0,0,4,0,0,26,0,0,0,0,0,0,
1077,12/11/95,23,36,59,INTERN,6/30/06,A,2.36,13.44,"158,510","30,160","1,987","53,494",0,"385,940","42,859","14,134",0,"30,900",0,"30,900",0,0,0,"27,504","27,504",0,5,3,0,0,"30,900",32,7,5,20,0,0,32,0,0,2,0,2,0,0,32,0,0,0,0,
